,count,date,state,year
411,13,2012_09_22,Michigan,2012
412,15,2012_09_23,Michigan,2012
413,31,2012_09_24,Michigan,2012
414,24,2012_09_25,Michigan,2012
415,27,2012_09_26,Michigan,2012
416,36,2012_09_27,Michigan,2012
417,16,2012_09_28,Michigan,2012
418,13,2012_09_29,Michigan,2012
419,21,2012_09_30,Michigan,2012
420,3,2012_08_01,Michigan,2012
421,1,2012_08_02,Michigan,2012
422,1,2012_08_04,Michigan,2012
423,5,2012_08_06,Michigan,2012
424,1,2012_08_07,Michigan,2012
425,2,2012_08_09,Michigan,2012
426,2,2012_08_13,Michigan,2012
427,8,2012_08_14,Michigan,2012
428,3,2012_08_15,Michigan,2012
429,2,2012_08_16,Michigan,2012
430,3,2012_08_18,Michigan,2012
431,2,2012_08_19,Michigan,2012
432,4,2012_08_20,Michigan,2012
433,3,2012_08_21,Michigan,2012
434,3,2012_08_22,Michigan,2012
435,3,2012_08_23,Michigan,2012
436,5,2012_08_24,Michigan,2012
437,4,2012_08_25,Michigan,2012
438,4,2012_08_26,Michigan,2012
439,3,2012_08_27,Michigan,2012
440,11,2012_08_28,Michigan,2012
441,10,2012_08_29,Michigan,2012
442,3,2012_08_30,Michigan,2012
443,1,2012_08_31,Michigan,2012
444,5,2012_01_01,Michigan,2012
445,5,2012_01_02,Michigan,2012
446,7,2012_01_03,Michigan,2012
447,11,2012_01_04,Michigan,2012
448,13,2012_01_05,Michigan,2012
449,11,2012_01_06,Michigan,2012
450,4,2012_01_07,Michigan,2012
451,1,2012_01_08,Michigan,2012
452,4,2012_01_09,Michigan,2012
453,4,2012_01_10,Michigan,2012
454,4,2012_01_11,Michigan,2012
455,12,2012_01_12,Michigan,2012
456,8,2012_01_13,Michigan,2012
457,5,2012_01_14,Michigan,2012
458,3,2012_01_15,Michigan,2012
459,6,2012_01_16,Michigan,2012
460,5,2012_01_17,Michigan,2012
461,12,2012_01_18,Michigan,2012
462,9,2012_01_24,Michigan,2012
463,6,2012_01_25,Michigan,2012
464,13,2012_01_26,Michigan,2012
465,2,2012_01_27,Michigan,2012
466,13,2012_01_28,Michigan,2012
467,3,2012_01_29,Michigan,2012
468,4,2012_01_30,Michigan,2012
469,4,2012_01_31,Michigan,2012
470,2,2012_06_02,Michigan,2012
471,2,2012_06_03,Michigan,2012
472,1,2012_06_04,Michigan,2012
473,3,2012_06_08,Michigan,2012
474,1,2012_06_10,Michigan,2012
475,1,2012_06_13,Michigan,2012
476,1,2012_06_15,Michigan,2012
477,3,2012_06_18,Michigan,2012
478,1,2012_06_19,Michigan,2012
479,1,2012_06_21,Michigan,2012
480,1,2012_06_22,Michigan,2012
481,2,2012_06_24,Michigan,2012
482,2,2012_06_26,Michigan,2012
483,1,2012_06_28,Michigan,2012
484,1,2012_06_29,Michigan,2012
485,8,2012_12_01,Michigan,2012
486,18,2012_12_02,Michigan,2012
487,45,2012_12_03,Michigan,2012
488,26,2012_12_04,Michigan,2012
489,22,2012_12_05,Michigan,2012
490,21,2012_12_06,Michigan,2012
491,13,2012_12_07,Michigan,2012
492,5,2012_12_08,Michigan,2012
493,8,2012_12_09,Michigan,2012
494,20,2012_12_10,Michigan,2012
495,13,2012_12_11,Michigan,2012
496,9,2012_12_12,Michigan,2012
497,37,2012_12_13,Michigan,2012
498,8,2012_12_14,Michigan,2012
499,7,2012_12_15,Michigan,2012
500,17,2012_12_16,Michigan,2012
501,11,2012_12_17,Michigan,2012
502,17,2012_12_18,Michigan,2012
503,4,2012_12_19,Michigan,2012
504,26,2012_12_20,Michigan,2012
505,16,2012_12_21,Michigan,2012
506,7,2012_12_22,Michigan,2012
507,5,2012_12_23,Michigan,2012
508,7,2012_12_24,Michigan,2012
509,2,2012_12_25,Michigan,2012
510,15,2012_12_26,Michigan,2012
511,23,2012_12_27,Michigan,2012
512,12,2012_12_28,Michigan,2012
513,13,2012_12_29,Michigan,2012
514,8,2012_12_30,Michigan,2012
515,5,2012_12_31,Michigan,2012
516,8,2012_03_01,Florida,2012
517,14,2012_03_02,Florida,2012
518,3,2012_03_03,Florida,2012
519,7,2012_03_04,Florida,2012
520,11,2012_03_05,Florida,2012
521,5,2012_03_06,Florida,2012
522,3,2012_03_07,Florida,2012
